"Date","Price","Open","High","Low","Change %"
"Jul 19, 2010","1,849.58","1,838.14","1,867.80","1,837.66","0.51%"
"Jul 16, 2010","1,840.21","1,855.24","1,860.57","1,836.94","-1.00%"
"Jul 15, 2010","1,858.76","1,834.17","1,860.68","1,828.15","1.29%"
"Jul 14, 2010","1,835.09","1,840.70","1,844.65","1,811.09","-0.31%"
"Jul 13, 2010","1,840.85","1,808.03","1,842.91","1,797.31","1.75%"
"Jul 12, 2010","1,809.24","1,802.60","1,817.05","1,795.68","0.25%"
"Jul 09, 2010","1,804.72","1,831.21","1,832.74","1,802.12","-1.56%"
"Jul 08, 2010","1,833.33","1,852.38","1,855.60","1,824.08","-1.16%"
"Jul 07, 2010","1,854.79","1,851.33","1,859.90","1,837.91","0.13%"
"Jul 06, 2010","1,852.39","1,850.89","1,862.90","1,846.24","0.03%"
"Jul 05, 2010","1,851.83","1,867.30","1,871.13","1,845.72","-0.94%"
"Jul 02, 2010","1,869.49","1,850.10","1,873.20","1,844.28","0.33%"
"Jul 01, 2010","1,863.37","1,826.31","1,865.58","1,825.08","1.90%"
"Jun 30, 2010","1,828.57","1,832.09","1,870.59","1,823.10","-0.31%"
